Country Name,Country Code,year,gdp,Region,IncomeGroup
Denmark,DNK,2000-01-01,164043817223.59,Europe & Central Asia,High income
Dominican Republic,DOM,2000-01-01,24305780628.6677,Latin America & Caribbean,Upper middle income
Algeria,DZA,2000-01-01,54790398570.3282,Middle East & North Africa,Upper middle income
East Asia & Pacific (excluding high income),EAP,2000-01-01,1736183129453.75,,
Early-demographic dividend,EAR,2000-01-01,3377596807804.83,,
East Asia & Pacific,EAS,2000-01-01,8377973566013.96,,
Europe & Central Asia (excluding high income),ECA,2000-01-01,390704738797.439,,
Europe & Central Asia,ECS,2000-01-01,10077566274954.8,,
Ecuador,ECU,2000-01-01,17539454727.3637,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2000-01-01,99838543960.0763,Middle East & North Africa,Lower middle income
Euro area,EMU,2000-01-01,6528628818219.35,,
Eritrea,ERI,2000-01-01,706370815.584416,Sub-Saharan Africa,Low income
Spain,ESP,2000-01-01,598102854756.08,Europe & Central Asia,High income
Estonia,EST,2000-01-01,5686579747.53524,Europe & Central Asia,High income
Ethiopia,ETH,2000-01-01,8242349617.8638,Sub-Saharan Africa,Low income
European Union,EUU,2000-01-01,7288425137833.71,,
Fragile and conflict affected situations,FCS,2000-01-01,468035912008.33,,
Finland,FIN,2000-01-01,125967821110.589,Europe & Central Asia,High income
Fiji,FJI,2000-01-01,1678219507.89829,East Asia & Pacific,Upper middle income
France,FRA,2000-01-01,1360959069477.49,Europe & Central Asia,High income
Faroe Islands,FRO,2000-01-01,1067109530.64798,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2000-01-01,233271800.0,East Asia & Pacific,Lower middle income
Gabon,GAB,2000-01-01,5080483628.53013,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2000-01-01,1665534876683.31,Europe & Central Asia,High income
Georgia,GEO,2000-01-01,3057475335.18846,Europe & Central Asia,Upper middle income
Ghana,GHA,2000-01-01,4982850662.20851,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,2000-01-01,,Europe & Central Asia,High income
Guinea,GIN,2000-01-01,4367458866.71537,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,2000-01-01,782913871.80966,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,2000-01-01,391345597.488269,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,2000-01-01,1045998496.43872,Sub-Saharan Africa,Upper middle income
Greece,GRC,2000-01-01,125760166224.805,Europe & Central Asia,High income
Grenada,GRD,2000-01-01,520044370.37037,Latin America & Caribbean,Upper middle income
Greenland,GRL,2000-01-01,1068025016.00862,Europe & Central Asia,High income
Guatemala,GTM,2000-01-01,19288929030.0508,Latin America & Caribbean,Upper middle income
Guam,GUM,2000-01-01,,East Asia & Pacific,High income
Guyana,GUY,2000-01-01,712667896.727512,Latin America & Caribbean,High income
High income,HIC,2000-01-01,28051786134447.0,,
"Hong Kong SAR, China",HKG,2000-01-01,171668891194.349,East Asia & Pacific,High income
Honduras,HND,2000-01-01,7186638029.05875,Latin America & Caribbean,Lower middle income
Heavily indebted poor countries (HIPC),HPC,2000-01-01,181381054438.024,,
Croatia,HRV,2000-01-01,22134411297.473,Europe & Central Asia,High income
Haiti,HTI,2000-01-01,6813566098.8675,Latin America & Caribbean,Lower middle income
Hungary,HUN,2000-01-01,47218405892.4258,Europe & Central Asia,High income
IBRD only,IBD,2000-01-01,5873152773879.72,,
IDA & IBRD total,IBT,2000-01-01,6391423006086.91,,
IDA total,IDA,2000-01-01,518692130946.017,,
IDA blend,IDB,2000-01-01,227751012596.487,,
Indonesia,IDN,2000-01-01,165021012077.81,East Asia & Pacific,Upper middle income
IDA only,IDX,2000-01-01,291563016615.709,,
Isle of Man,IMN,2000-01-01,1601050083.21985,Europe & Central Asia,High income
India,IND,2000-01-01,468395521654.458,South Asia,Lower middle income
Not classified,INX,2000-01-01,,,
Ireland,IRL,2000-01-01,100207610429.909,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2000-01-01,109591707801.431,Middle East & North Africa,Upper middle income
Iraq,IRQ,2000-01-01,48364250943.9051,Middle East & North Africa,Upper middle income
Iceland,ISL,2000-01-01,9025660361.75842,Europe & Central Asia,High income
Israel,ISR,2000-01-01,136225025139.185,Middle East & North Africa,High income
Italy,ITA,2000-01-01,1149661363439.38,Europe & Central Asia,High income
Jamaica,JAM,2000-01-01,9005064474.93003,Latin America & Caribbean,Upper middle income
Jordan,JOR,2000-01-01,8460789844.8519,Middle East & North Africa,Lower middle income
Japan,JPN,2000-01-01,4968359075956.59,East Asia & Pacific,High income
Kazakhstan,KAZ,2000-01-01,18291990662.0356,Europe & Central Asia,Upper middle income
Kenya,KEN,2000-01-01,12705350097.8044,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2000-01-01,1369688498.06778,Europe & Central Asia,Lower middle income
Cambodia,KHM,2000-01-01,3694168979.32019,East Asia & Pacific,Lower middle income
Kiribati,KIR,2000-01-01,74910555.2512264,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2000-01-01,421695769.843918,Latin America & Caribbean,High income
"Korea, Rep.",KOR,2000-01-01,576179387819.613,East Asia & Pacific,High income
Kuwait,KWT,2000-01-01,37718743480.0751,Middle East & North Africa,High income
Latin America & Caribbean (excluding high income),LAC,2000-01-01,2001500299076.34,,
Lao PDR,LAO,2000-01-01,1731198022.46763,East Asia & Pacific,Lower middle income
Lebanon,LBN,2000-01-01,17260364842.4544,Middle East & North Africa,Lower middle income
Liberia,LBR,2000-01-01,874000000.0,Sub-Saharan Africa,Low income
Libya,LBY,2000-01-01,38270954138.1128,Middle East & North Africa,Upper middle income
St. Lucia,LCA,2000-01-01,932592592.592592,Latin America & Caribbean,Upper middle income
Latin America & Caribbean,LCN,2000-01-01,2326949294888.47,,
Least developed countries: UN classification,LDC,2000-01-01,224157176664.702,,
Low income,LIC,2000-01-01,123884077543.315,,
Liechtenstein,LIE,2000-01-01,2483889858.32312,Europe & Central Asia,High income
Sri Lanka,LKA,2000-01-01,16330814179.9766,South Asia,Lower middle income
Lower middle income,LMC,2000-01-01,1185565463800.71,,
Low & middle income,LMY,2000-01-01,5680763266228.64,,
Lesotho,LSO,2000-01-01,887291687.920796,Sub-Saharan Africa,Lower middle income
Late-demographic dividend,LTE,2000-01-01,3414598526583.51,,
Lithuania,LTU,2000-01-01,11550695727.2335,Europe & Central Asia,High income
Luxembourg,LUX,2000-01-01,21230182989.3036,Europe & Central Asia,High income
Latvia,LVA,2000-01-01,7761252607.18424,Europe & Central Asia,High income
"Macao SAR, China",MAC,2000-01-01,6774193548.3871,East Asia & Pacific,High income
St. Martin (French part),MAF,2000-01-01,,Latin America & Caribbean,High income
Morocco,MAR,2000-01-01,43017455401.8445,Middle East & North Africa,Lower middle income
Monaco,MCO,2000-01-01,2654462665.26893,Europe & Central Asia,High income
Moldova,MDA,2000-01-01,1288429391.79951,Europe & Central Asia,Upper middle income
Madagascar,MDG,2000-01-01,4629247203.84524,Sub-Saharan Africa,Low income
Maldives,MDV,2000-01-01,624337145.284622,South Asia,Upper middle income
Middle East & North Africa,MEA,2000-01-01,995464425139.515,,
Mexico,MEX,2000-01-01,742061329643.37,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,2000-01-01,114838500.0,East Asia & Pacific,Upper middle income
Middle income,MIC,2000-01-01,5558375094721.75,,
North Macedonia,MKD,2000-01-01,3772859034.20508,Europe & Central Asia,Upper middle income
Mali,MLI,2000-01-01,2961484953.86444,Sub-Saharan Africa,Low income
Malta,MLT,2000-01-01,4036810072.08739,Middle East & North Africa,High income
Myanmar,MMR,2000-01-01,8905066163.58643,East Asia & Pacific,Lower middle income
Middle East & North Africa (excluding high income),MNA,2000-01-01,474549193839.263,,
Montenegro,MNE,2000-01-01,984293043.811565,Europe & Central Asia,Upper middle income
Mongolia,MNG,2000-01-01,1136896123.61298,East Asia & Pacific,Upper middle income
Northern Mariana Islands,MNP,2000-01-01,,East Asia & Pacific,High income
Mozambique,MOZ,2000-01-01,5930685214.61595,Sub-Saharan Africa,Low income
Mauritania,MRT,2000-01-01,1779520886.47015,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,2000-01-01,4726108622.47661,Sub-Saharan Africa,Upper middle income
Malawi,MWI,2000-01-01,2537307580.32808,Sub-Saharan Africa,Low income
Malaysia,MYS,2000-01-01,93789736842.1053,East Asia & Pacific,Upper middle income
North America,NAC,2000-01-01,10999205634931.6,,
Namibia,NAM,2000-01-01,3922232164.83175,Sub-Saharan Africa,Upper middle income
New Caledonia,NCL,2000-01-01,3420032041.07385,East Asia & Pacific,High income
Niger,NER,2000-01-01,2241753192.81158,Sub-Saharan Africa,Low income
Nigeria,NGA,2000-01-01,69171451627.2465,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2000-01-01,5109587049.97449,Latin America & Caribbean,Lower middle income
Netherlands,NLD,2000-01-01,417649282153.726,Europe & Central Asia,High income
Norway,NOR,2000-01-01,171457201935.968,Europe & Central Asia,High income
Nepal,NPL,2000-01-01,5494252207.90502,South Asia,Lower middle income
Nauru,NRU,2000-01-01,26930980.3429002,East Asia & Pacific,High income
New Zealand,NZL,2000-01-01,52623281956.7031,East Asia & Pacific,High income
OECD members,OED,2000-01-01,27681866522254.6,,
Oman,OMN,2000-01-01,22259557867.3602,Middle East & North Africa,High income
Other small states,OSS,2000-01-01,56448952736.3431,,
Pakistan,PAK,2000-01-01,99484802344.5277,South Asia,Lower middle income
Panama,PAN,2000-01-01,11966497000.0,Latin America & Caribbean,High income
Peru,PER,2000-01-01,51744749133.213,Latin America & Caribbean,Upper middle income
Philippines,PHL,2000-01-01,83669788254.7279,East Asia & Pacific,Lower middle income
Palau,PLW,2000-01-01,149535800.0,East Asia & Pacific,High income
Papua New Guinea,PNG,2000-01-01,3521339699.07407,East Asia & Pacific,Lower middle income
Poland,POL,2000-01-01,172953527033.013,Europe & Central Asia,High income
Pre-demographic dividend,PRE,2000-01-01,282737138649.387,,
Puerto Rico,PRI,2000-01-01,61701800000.0,Latin America & Caribbean,High income
"Korea, Dem. People's Rep.",PRK,2000-01-01,,East Asia & Pacific,Low income
Portugal,PRT,2000-01-01,118605192877.388,Europe & Central Asia,High income
Paraguay,PRY,2000-01-01,8855705139.55857,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2000-01-01,4313600000.0,Middle East & North Africa,Lower middle income
Pacific island small states,PSS,2000-01-01,3448150246.84802,,
Post-demographic dividend,PST,2000-01-01,26410348658112.3,,
French Polynesia,PYF,2000-01-01,3599845480.34359,East Asia & Pacific,High income
Qatar,QAT,2000-01-01,17759890109.8901,Middle East & North Africa,High income
Romania,ROU,2000-01-01,37253739511.1273,Europe & Central Asia,High income
Russian Federation,RUS,2000-01-01,259710142196.943,Europe & Central Asia,High income
Rwanda,RWA,2000-01-01,2068836754.37431,Sub-Saharan Africa,Low income
South Asia,SAS,2000-01-01,647681666329.099,,
Saudi Arabia,SAU,2000-01-01,189514933333.333,Middle East & North Africa,High income
Sudan,SDN,2000-01-01,12257299147.2936,Sub-Saharan Africa,Low income
Senegal,SEN,2000-01-01,6013185003.97525,Sub-Saharan Africa,Lower middle income
Singapore,SGP,2000-01-01,96076539925.7409,East Asia & Pacific,High income
Solomon Islands,SLB,2000-01-01,419842674.227652,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,2000-01-01,635866403.776065,Sub-Saharan Africa,Low income
El Salvador,SLV,2000-01-01,11784927700.0,Latin America & Caribbean,Upper middle income
San Marino,SMR,2000-01-01,1007661366.66959,Europe & Central Asia,High income
Somalia,SOM,2000-01-01,3412797450.20112,Sub-Saharan Africa,Low income
Serbia,SRB,2000-01-01,7326373882.11044,Europe & Central Asia,Upper middle income
Sub-Saharan Africa (excluding high income),SSA,2000-01-01,427682851353.883,,
South Sudan,SSD,2000-01-01,,Sub-Saharan Africa,Low income
Sub-Saharan Africa,SSF,2000-01-01,428340828932.008,,
Small states,SST,2000-01-01,77368613841.6817,,
Sao Tome and Principe,STP,2000-01-01,76198394.8202671,Sub-Saharan Africa,Lower middle income
Suriname,SUR,2000-01-01,947671969.69697,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,2000-01-01,29215726004.7765,Europe & Central Asia,High income
Slovenia,SVN,2000-01-01,20159190701.6789,Europe & Central Asia,High income
Sweden,SWE,2000-01-01,262905197441.662,Europe & Central Asia,High income
Eswatini,SWZ,2000-01-01,1738093840.36607,Sub-Saharan Africa,Lower middle income
Sint Maarten (Dutch part),SXM,2000-01-01,,Latin America & Caribbean,High income
Seychelles,SYC,2000-01-01,654212394.27164,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,2000-01-01,18937052543.4373,Middle East & North Africa,Low income
Turks and Caicos Islands,TCA,2000-01-01,,Latin America & Caribbean,High income
Chad,TCD,2000-01-01,1388506771.58756,Sub-Saharan Africa,Low income
East Asia & Pacific (IDA & IBRD countries),TEA,2000-01-01,1734180675232.75,,
Europe & Central Asia (IDA & IBRD countries),TEC,2000-01-01,895734227991.983,,
Togo,TGO,2000-01-01,2106848752.27753,Sub-Saharan Africa,Low income
Thailand,THA,2000-01-01,126392224253.794,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2000-01-01,860541842.263697,Europe & Central Asia,Lower middle income
Turkmenistan,TKM,2000-01-01,2904663310.9825,Europe & Central Asia,Upper middle income
Latin America & the Caribbean (IDA & IBRD countries),TLA,2000-01-01,2214459641327.37,,
Timor-Leste,TLS,2000-01-01,366924300.0,East Asia & Pacific,Lower middle income
Middle East & North Africa (IDA & IBRD countries),TMN,2000-01-01,470235593839.263,,
Tonga,TON,2000-01-01,204848470.149169,East Asia & Pacific,Upper middle income
South Asia (IDA & IBRD),TSA,2000-01-01,647681666329.099,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2000-01-01,428340828932.008,,
Trinidad and Tobago,TTO,2000-01-01,8154342116.10311,Latin America & Caribbean,High income
Tunisia,TUN,2000-01-01,21473528160.7782,Middle East & North Africa,Lower middle income
Turkiye,TUR,2000-01-01,274294623164.043,Europe & Central Asia,Upper middle income
Tuvalu,TUV,2000-01-01,15073975.5349377,East Asia & Pacific,Upper middle income
Tanzania,TZA,2000-01-01,13371767081.7428,Sub-Saharan Africa,Lower middle income
Uganda,UGA,2000-01-01,6193246837.09687,Sub-Saharan Africa,Low income
Ukraine,UKR,2000-01-01,32375083934.8241,Europe & Central Asia,Upper middle income
Upper middle income,UMC,2000-01-01,4372777700546.36,,
Uruguay,URY,2000-01-01,22823270892.1094,Latin America & Caribbean,High income
United States,USA,2000-01-01,10250952000000.0,North America,High income
Uzbekistan,UZB,2000-01-01,13760513969.314,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,2000-01-01,427946037.037037,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,2000-01-01,117146466002.661,Latin America & Caribbean,
British Virgin Islands,VGB,2000-01-01,,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,2000-01-01,,Latin America & Caribbean,High income
Viet Nam,VNM,2000-01-01,31172518403.3162,East Asia & Pacific,Lower middle income
Vanuatu,VUT,2000-01-01,272014627.835262,East Asia & Pacific,Lower middle income
World,WLD,2000-01-01,33855853033266.6,,
Samoa,WSM,2000-01-01,258856139.798489,East Asia & Pacific,Lower middle income
Kosovo,XKX,2000-01-01,,Europe & Central Asia,Upper middle income
"Yemen, Rep.",YEM,2000-01-01,9679316770.18633,Middle East & North Africa,Low income
South Africa,ZAF,2000-01-01,151752757215.309,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,2000-01-01,3600632111.41414,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,2000-01-01,6689957600.0,Sub-Saharan Africa,Lower middle income
Aruba,ABW,2001-01-01,1896456983.24022,Latin America & Caribbean,High income
Africa Eastern and Southern,AFE,2001-01-01,260992227761.932,,
Afghanistan,AFG,2001-01-01,2813571753.87253,South Asia,Low income
Africa Western and Central,AFW,2001-01-01,150058483119.277,,
Angola,AGO,2001-01-01,8936079117.73136,Sub-Saharan Africa,Lower middle income
Albania,ALB,2001-01-01,3922100793.5403,Europe & Central Asia,Upper middle income
Andorra,AND,2001-01-01,1548265808.05802,Europe & Central Asia,High income
Arab World,ARB,2001-01-01,744728537853.62,,
United Arab Emirates,ARE,2001-01-01,103311640571.818,Middle East & North Africa,High income
Argentina,ARG,2001-01-01,268696750000.0,Latin America & Caribbean,Upper middle income
Armenia,ARM,2001-01-01,2118467913.37873,Europe & Central Asia,Upper middle income
American Samoa,ASM,2001-01-01,,East Asia & Pacific,High income
Antigua and Barbuda,ATG,2001-01-01,877514814.814815,Latin America & Caribbean,High income
Australia,AUS,2001-01-01,379629301675.108,East Asia & Pacific,High income
Austria,AUT,2001-01-01,196477206829.33,Europe & Central Asia,High income
Azerbaijan,AZE,2001-01-01,5707616203.72011,Europe & Central Asia,Upper middle income
Burundi,BDI,2001-01-01,876794723.068586,Sub-Saharan Africa,Low income
Belgium,BEL,2001-01-01,236746141604.37,Europe & Central Asia,High income
Benin,BEN,2001-01-01,3666222635.13875,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,2001-01-01,3190371080.94768,Sub-Saharan Africa,Low income
Bangladesh,BGD,2001-01-01,53991289844.3291,South Asia,Lower middle income
Bulgaria,BGR,2001-01-01,14183446025.7389,Europe & Central Asia,High income
Bahrain,BHR,2001-01-01,8976196808.51064,Middle East & North Africa,High income
"Bahamas, The",BHS,2001-01-01,8317830000.0,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,2001-01-01,5800615466.26648,Europe & Central Asia,Upper middle income
Belarus,BLR,2001-01-01,12354820143.8849,Europe & Central Asia,Upper middle income
Belize,BLZ,2001-01-01,1172800000.0,Latin America & Caribbean,Upper middle income
Bermuda,BMU,2001-01-01,3680483000.0,North America,High income
Bolivia,BOL,2001-01-01,8141516928.39489,Latin America & Caribbean,Lower middle income
Brazil,BRA,2001-01-01,559983634798.981,Latin America & Caribbean,Upper middle income
Barbados,BRB,2001-01-01,3054500000.0,Latin America & Caribbean,High income
Brunei Darussalam,BRN,2001-01-01,6096155747.56182,East Asia & Pacific,High income
Bhutan,BTN,2001-01-01,496110225.710307,South Asia,Lower middle income
Botswana,BWA,2001-01-01,5489608299.66445,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,2001-01-01,932648604.751954,Sub-Saharan Africa,Low income
Canada,CAN,2001-01-01,738981792355.372,North America,High income
Central Europe and the Baltics,CEB,2001-01-01,469451337133.573,,
Switzerland,CHE,2001-01-01,286582672434.226,Europe & Central Asia,High income
Channel Islands,CHI,2001-01-01,6232906290.4851,Europe & Central Asia,High income
Chile,CHL,2001-01-01,71574739561.4329,Latin America & Caribbean,High income
China,CHN,2001-01-01,1339400897105.11,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2001-01-01,16810537043.8407,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2001-01-01,10953485349.1135,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,2001-01-01,7438189100.33333,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,2001-01-01,2796704604.03812,Sub-Saharan Africa,Lower middle income
Colombia,COL,2001-01-01,98200641203.3892,Latin America & Caribbean,Upper middle income
Comoros,COM,2001-01-01,378512024.077556,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,2001-01-01,563090490.377368,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,2001-01-01,15976174336.9721,Latin America & Caribbean,Upper middle income
Caribbean small states,CSS,2001-01-01,17643048266.6049,,
Cuba,CUB,2001-01-01,31682400000.0,Latin America & Caribbean,Upper middle income
Curacao,CUW,2001-01-01,2143450726.25698,Latin America & Caribbean,High income
Cayman Islands,CYM,2001-01-01,,Latin America & Caribbean,High income
Cyprus,CYP,2001-01-01,10397898907.1038,Europe & Central Asia,High income
Czechia,CZE,2001-01-01,68135304463.9641,Europe & Central Asia,High income
Germany,DEU,2001-01-01,1966381496641.73,Europe & Central Asia,High income
Djibouti,DJI,2001-01-01,572417440.820162,Middle East & North Africa,Lower middle income
Dominica,DMA,2001-01-01,340203703.703704,Latin America & Caribbean,Upper middle income
Denmark,DNK,2001-01-01,164881594415.341,Europe & Central Asia,High income
Dominican Republic,DOM,2001-01-01,25601823687.5742,Latin America & Caribbean,Upper middle income
Algeria,DZA,2001-01-01,59413400923.6364,Middle East & North Africa,Upper middle income
East Asia & Pacific (excluding high income),EAP,2001-01-01,1847281359888.64,,
Early-demographic dividend,EAR,2001-01-01,3351041297124.39,,
East Asia & Pacific,EAS,2001-01-01,7790170401820.93,,
Europe & Central Asia (excluding high income),ECA,2001-01-01,335072894898.88,,
Europe & Central Asia,ECS,2001-01-01,10181970704338.6,,
Ecuador,ECU,2001-01-01,23127055000.0,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2001-01-01,96684636118.5984,Middle East & North Africa,Lower middle income
Euro area,EMU,2001-01-01,6631899418122.65,,
Eritrea,ERI,2001-01-01,752371688.743186,Sub-Saharan Africa,Low income
Spain,ESP,2001-01-01,627798682378.741,Europe & Central Asia,High income
Estonia,EST,2001-01-01,6250218422.70164,Europe & Central Asia,High income
Ethiopia,ETH,2001-01-01,8231326016.47494,Sub-Saharan Africa,Low income
European Union,EUU,2001-01-01,7407567318765.1,,
Fragile and conflict affected situations,FCS,2001-01-01,458017420440.076,,
Finland,FIN,2001-01-01,129519672868.898,Europe & Central Asia,High income
Fiji,FJI,2001-01-01,1652462023.46215,East Asia & Pacific,Upper middle income
France,FRA,2001-01-01,1370376677298.86,Europe & Central Asia,High income
Faroe Islands,FRO,2001-01-01,1160268212.07291,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2001-01-01,240970900.0,East Asia & Pacific,Lower middle income
Gabon,GAB,2001-01-01,5023265413.2623,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2001-01-01,1649827263567.01,Europe & Central Asia,High income
Georgia,GEO,2001-01-01,3219462262.0075,Europe & Central Asia,Upper middle income
Ghana,GHA,2001-01-01,5314872854.4405,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,2001-01-01,,Europe & Central Asia,High income
Guinea,GIN,2001-01-01,4125527603.22908,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,2001-01-01,687410645.063943,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,2001-01-01,412610871.509121,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,2001-01-01,1461139022.02954,Sub-Saharan Africa,Upper middle income
Greece,GRC,2001-01-01,132050474720.03,Europe & Central Asia,High income
Grenada,GRD,2001-01-01,520444185.185185,Latin America & Caribbean,Upper middle income
Greenland,GRL,2001-01-01,1086170703.9816,Europe & Central Asia,High income
Guatemala,GTM,2001-01-01,18405220247.4412,Latin America & Caribbean,Upper middle income
Guam,GUM,2001-01-01,,East Asia & Pacific,High income
Guyana,GUY,2001-01-01,712167450.162898,Latin America & Caribbean,High income
High income,HIC,2001-01-01,27827867729175.2,,
"Hong Kong SAR, China",HKG,2001-01-01,169404327616.605,East Asia & Pacific,High income
Honduras,HND,2001-01-01,7651162302.3456,Latin America & Caribbean,Lower middle income
Heavily indebted poor countries (HIPC),HPC,2001-01-01,175229674106.654,,
Croatia,HRV,2001-01-01,23066883849.6467,Europe & Central Asia,High income
Haiti,HTI,2001-01-01,6331970324.31022,Latin America & Caribbean,Lower middle income
Hungary,HUN,2001-01-01,53749989092.0197,Europe & Central Asia,High income
IBRD only,IBD,2001-01-01,5955395364740.57,,
IDA & IBRD total,IBT,2001-01-01,6467971857875.88,,
IDA total,IDA,2001-01-01,512834423375.268,,
IDA blend,IDB,2001-01-01,227157351660.396,,
Indonesia,IDN,2001-01-01,160446947784.909,East Asia & Pacific,Upper middle income
IDA only,IDX,2001-01-01,286236953680.483,,
Isle of Man,IMN,2001-01-01,1668684324.16871,Europe & Central Asia,High income
India,IND,2001-01-01,485440139204.171,South Asia,Lower middle income
Not classified,INX,2001-01-01,,,
Ireland,IRL,2001-01-01,109346669229.695,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2001-01-01,126878750295.583,Middle East & North Africa,Upper middle income
Iraq,IRQ,2001-01-01,36176430128.8057,Middle East & North Africa,Upper middle income
Iceland,ISL,2001-01-01,8234846804.60582,Europe & Central Asia,High income
Israel,ISR,2001-01-01,134620909004.446,Middle East & North Africa,High income
Italy,ITA,2001-01-01,1172041488805.87,Europe & Central Asia,High income
Jamaica,JAM,2001-01-01,9194727831.07318,Latin America & Caribbean,Upper middle income
Jordan,JOR,2001-01-01,8975814652.8196,Middle East & North Africa,Lower middle income
Japan,JPN,2001-01-01,4374711694090.87,East Asia & Pacific,High income
Kazakhstan,KAZ,2001-01-01,22152689179.8815,Europe & Central Asia,Upper middle income
Kenya,KEN,2001-01-01,12986007425.8781,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2001-01-01,1525116370.27939,Europe & Central Asia,Lower middle income
Cambodia,KHM,2001-01-01,4145665969.92864,East Asia & Pacific,Lower middle income
Kiribati,KIR,2001-01-01,64935847.4676225,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2001-01-01,458643829.014199,Latin America & Caribbean,High income
"Korea, Rep.",KOR,2001-01-01,547656279894.587,East Asia & Pacific,High income
Kuwait,KWT,2001-01-01,34889559869.8326,Middle East & North Africa,High income
Latin America & Caribbean (excluding high income),LAC,2001-01-01,1951440310331.08,,
Lao PDR,LAO,2001-01-01,1768619058.34647,East Asia & Pacific,Lower middle income
Lebanon,LBN,2001-01-01,17649751243.7811,Middle East & North Africa,Lower middle income
Liberia,LBR,2001-01-01,906000000.0,Sub-Saharan Africa,Low income
Libya,LBY,2001-01-01,34112093927.254,Middle East & North Africa,Upper middle income
St. Lucia,LCA,2001-01-01,892592592.592592,Latin America & Caribbean,Upper middle income
Latin America & Caribbean,LCN,2001-01-01,2282568106526.85,,
Least developed countries: UN classification,LDC,2001-01-01,216069600650.066,,
Low income,LIC,2001-01-01,117057870839.898,,
Liechtenstein,LIE,2001-01-01,2491800558.77674,Europe & Central Asia,High income
Sri Lanka,LKA,2001-01-01,15749753804.8344,South Asia,Lower middle income
Lower middle income,LMC,2001-01-01,1198116648048.7,,
Low & middle income,LMY,2001-01-01,5689226864512.04,,
Lesotho,LSO,2001-01-01,825706961.238689,Sub-Saharan Africa,Lower middle income
Late-demographic dividend,LTE,2001-01-01,3529672920785.99,,
Lithuania,LTU,2001-01-01,12260761329.3051,Europe & Central Asia,High income
Luxembourg,LUX,2001-01-01,21387533703.2327,Europe & Central Asia,High income
Latvia,LVA,2001-01-01,8190888739.6463,Europe & Central Asia,High income
"Macao SAR, China",MAC,2001-01-01,6860272608.45211,East Asia & Pacific,High income
St. Martin (French part),MAF,2001-01-01,,Latin America & Caribbean,High income
Morocco,MAR,2001-01-01,43831480207.6444,Middle East & North Africa,Lower middle income
Monaco,MCO,2001-01-01,2673723033.71239,Europe & Central Asia,High income
Moldova,MDA,2001-01-01,1480673594.05602,Europe & Central Asia,Upper middle income
Madagascar,MDG,2001-01-01,5438332601.90798,Sub-Saharan Africa,Low income
Maldives,MDV,2001-01-01,870031676.798793,South Asia,Upper middle income
Middle East & North Africa,MEA,2001-01-01,990205280016.889,,
Mexico,MEX,2001-01-01,796064590656.176,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,2001-01-01,122406100.0,East Asia & Pacific,Upper middle income
Middle income,MIC,2001-01-01,5573072760737.42,,
North Macedonia,MKD,2001-01-01,3709636030.66578,Europe & Central Asia,Upper middle income
